resultado_id;medalla;deportista_id;juego_id;evento_id
1;NA;1;39;1
2;NA;2;49;2
3;NA;3;7;3
4;Gold;4;2;4
5;NA;5;36;5
6;NA;5;36;6
7;NA;5;38;5
8;NA;5;38;6
9;NA;5;40;5
10;NA;5;40;6
11;NA;6;38;7
12;NA;6;38;8
13;NA;6;38;9
14;NA;6;38;10
15;NA;6;40;7
16;NA;6;40;11
17;NA;6;40;9
18;NA;6;40;10
19;NA;7;38;7
20;NA;7;38;8
21;NA;7;38;9
22;NA;7;38;10
23;NA;7;40;7
24;NA;7;40;11
25;NA;7;40;9
26;NA;7;40;10
27;NA;8;13;12
28;NA;8;13;13
29;NA;9;44;14
30;NA;10;19;15
31;NA;11;32;11
32;NA;12;43;16
33;NA;13;41;17
34;NA;13;43;17
35;NA;14;40;18
36;NA;15;6;19
37;NA;15;6;20
38;Bronze;15;7;19
39;Bronze;15;7;20
40;NA;15;9;19
41;Bronze;16;50;14
42;Bronze;17;17;21
43;Gold;17;17;22
44;NA;17;17;23
45;Gold;17;17;24
46;NA;17;17;25
47;NA;17;17;26
48;NA;17;17;27
49;Gold;17;17;28
50;NA;17;19;21
51;Bronze;17;19;22
52;NA;17;19;23
53;NA;17;19;24
54;NA;17;19;25
55;NA;17;19;26
56;NA;17;19;27
57;NA;17;19;28
58;NA;18;43;29
59;NA;19;17;30
60;NA;20;38;31
61;Gold;20;38;32
62;Bronze;20;38;33
63;NA;20;38;34
64;Silver;20;40;31
65;Bronze;20;40;32
66;NA;20;40;33
67;NA;20;40;34
68;Silver;20;40;35
69;NA;20;42;31
70;NA;20;42;32
71;NA;20;42;33
72;NA;20;42;35
73;NA;20;44;31
74;Gold;20;44;32
75;NA;20;44;33
76;NA;20;44;34
77;Gold;20;44;35
78;NA;20;46;31
79;Gold;20;46;32
80;Gold;21;47;36
81;NA;22;51;37
82;NA;23;43;38
83;NA;23;45;38
84;NA;24;22;39
85;NA;24;22;40
86;NA;24;24;40
87;Silver;25;7;41
88;NA;26;34;42
89;NA;27;35;43
90;NA;28;27;44
91;NA;28;29;44
92;Bronze;29;37;45
93;Silver;30;41;46
94;NA;30;43;46
95;NA;31;15;47
96;NA;32;6;48
97;NA;33;39;49
98;NA;33;41;49
99;NA;34;49;50
100;NA;35;42;51
101;NA;36;41;52
102;NA;36;41;53
103;NA;36;41;54
104;NA;36;43;52
105;NA;36;43;53
106;Bronze;37;41;55
107;Silver;38;7;41
108;NA;39;6;56
109;NA;39;6;57
110;NA;39;6;58
111;Bronze;40;18;40
112;NA;40;20;40
113;NA;40;20;59
114;Gold;40;22;40
115;NA;40;22;59
116;NA;40;22;60
117;NA;41;7;3
118;Gold;42;6;61
119;NA;43;39;62
120;NA;44;42;11
121;NA;44;42;8
122;NA;44;44;63
123;NA;44;44;8
124;NA;44;44;10
125;NA;45;15;64
126;NA;46;15;65
127;NA;46;17;65
128;NA;46;19;66
129;NA;46;21;66
130;NA;46;23;66
131;NA;47;7;67
132;NA;47;7;68
133;NA;47;9;68
134;NA;47;11;68
135;NA;48;49;69
136;NA;49;45;70
137;NA;49;47;70
138;NA;50;39;71
139;NA;50;41;71
140;NA;51;51;21
141;NA;51;51;23
142;NA;51;51;25
143;NA;51;51;26
144;NA;51;51;27
145;NA;51;51;28
146;NA;52;31;47
147;NA;53;43;72
148;NA;54;17;73
149;NA;55;51;74
150;NA;56;21;75
151;Gold;56;21;76
152;NA;57;37;69
153;NA;58;9;75
154;NA;58;9;76
155;NA;59;21;77
156;NA;59;23;78
157;NA;60;23;78
158;NA;61;23;3
159;Bronze;62;51;79
160;Bronze;63;47;57
161;NA;64;39;80
162;Bronze;65;51;81
163;NA;66;29;82
164;Silver;67;47;70
165;NA;67;49;70
166;NA;68;43;52
167;NA;68;43;54
168;NA;69;47;83
169;NA;70;43;84
170;NA;71;39;85
171;NA;71;39;86
172;NA;72;45;87
173;Gold;72;47;87
174;Gold;73;47;88
175;Gold;73;49;88
176;Silver;73;51;88
177;NA;74;49;89
178;NA;75;45;57
179;Gold;76;43;3
180;NA;77;27;90
181;NA;78;41;91
182;NA;79;9;92
183;Gold;80;41;43
184;NA;81;45;3
185;NA;82;43;93
186;NA;83;39;94
187;Silver;84;45;95
188;NA;85;31;96
189;Gold;85;33;96
190;NA;85;35;96
191;NA;86;33;50
192;Bronze;86;35;50
193;NA;87;25;38
194;NA;88;33;97
195;NA;89;35;98
196;Silver;90;45;99
197;NA;90;45;100
198;NA;91;49;101
199;NA;92;47;3
200;NA;93;45;88
201;Gold;93;47;88
202;NA;94;35;102
203;NA;95;45;103
204;NA;96;45;104
205;NA;97;31;48
206;NA;98;27;56
207;NA;98;27;105
208;NA;98;27;106
209;Silver;99;39;106
210;NA;100;15;107
211;Bronze;100;15;108
212;NA;101;29;109
213;NA;102;7;3
214;NA;102;11;3
215;Bronze;103;15;110
216;NA;104;29;104
217;NA;105;49;111
218;NA;105;51;90
219;Gold;106;37;112
220;Gold;106;41;113
221;Gold;106;43;112
222;Gold;107;35;114
223;Gold;107;37;114
224;Silver;107;39;114
225;NA;107;41;98
226;NA;108;33;114
227;Gold;108;35;114
228;Gold;108;37;114
229;Silver;108;39;114
230;NA;109;31;115
231;NA;109;31;67
232;NA;109;33;115
233;NA;110;51;116
234;NA;111;41;117
235;NA;112;25;77
236;NA;113;45;3
237;NA;114;33;68
238;NA;115;39;115
239;NA;116;23;118
240;NA;116;25;118
241;NA;117;37;116
242;NA;117;37;119
243;NA;118;43;75
244;NA;119;19;84
245;NA;120;45;107
246;NA;121;48;33
247;NA;122;45;78
248;NA;123;43;120
249;NA;123;45;120
250;NA;123;49;120
251;NA;124;19;1
252;NA;125;35;120
253;NA;126;50;121
254;NA;127;45;120
255;NA;127;47;120
256;NA;127;49;120
257;NA;128;49;122
258;NA;129;47;104
259;NA;130;47;123
260;NA;131;43;124
261;NA;132;49;125
262;NA;133;2;21
263;NA;134;43;3
264;NA;135;51;36
265;NA;136;43;1
266;NA;137;24;126
267;NA;137;26;126
268;NA;138;51;127
269;Bronze;139;4;3
270;NA;140;41;44
271;NA;140;43;44
272;NA;141;51;128
273;NA;141;51;129
274;NA;142;11;74
275;Bronze;143;47;120
276;NA;144;47;120
277;NA;145;48;126
278;NA;145;50;126
279;Bronze;145;50;130
280;NA;146;31;86
281;NA;147;41;44
282;NA;148;47;131
283;NA;149;51;132
284;Gold;150;2;133
285;NA;151;2;133
286;NA;152;43;44
287;Silver;153;47;134
288;NA;154;47;135
289;NA;155;43;38
290;NA;155;45;38
291;NA;155;49;136
292;NA;156;47;137
293;NA;157;45;88
294;NA;157;47;88
295;NA;158;47;138
296;NA;159;47;139
297;NA;159;47;140
298;NA;159;49;140
299;NA;160;47;74
300;NA;161;51;137
301;NA;162;39;88
302;NA;162;41;88
303;NA;163;23;21
304;NA;163;23;22
305;NA;163;23;23
306;NA;163;23;24
307;NA;163;23;25
308;NA;163;23;26
309;NA;163;23;27
310;NA;163;23;28
311;NA;164;39;56
312;Silver;165;45;141
313;NA;166;25;142
314;NA;166;29;143
315;NA;167;19;144
316;NA;168;29;104
317;NA;169;35;145
318;NA;170;51;146
319;NA;171;43;137
320;NA;172;43;147
321;NA;173;29;3
322;NA;174;23;3
323;NA;175;19;142
324;NA;176;23;68
325;NA;177;43;75
326;NA;178;23;92
327;NA;178;27;109
328;NA;179;29;148
329;NA;179;29;143
330;NA;180;43;139
331;NA;180;45;139
332;NA;181;43;139
333;NA;182;39;120
334;NA;183;23;98
335;NA;184;45;43
336;NA;185;17;56
337;NA;185;17;105
338;NA;185;17;58
339;NA;185;19;105
340;NA;185;19;58
341;NA;186;23;43
342;NA;187;31;149
343;NA;188;35;137
344;NA;189;27;92
345;NA;190;17;95
346;NA;191;39;3
347;NA;192;29;1
348;NA;193;17;43
349;NA;193;17;107
350;NA;193;17;150
351;NA;193;19;43
352;NA;193;19;107
353;NA;193;23;43
354;NA;194;23;104
355;NA;195;19;151
356;NA;195;23;151
357;NA;196;31;88
358;NA;197;37;152
359;NA;198;47;88
360;NA;199;35;1
361;NA;199;37;1
362;NA;200;39;88
363;NA;201;45;43
364;NA;202;29;1
365;NA;202;31;1
366;NA;203;47;137
367;NA;203;51;137
368;NA;204;41;116
369;NA;205;25;98
370;NA;206;23;43
371;NA;206;25;43
372;NA;207;15;153
373;NA;207;17;57
374;NA;207;17;58
375;NA;207;19;57
376;NA;207;19;58
377;NA;207;19;153
378;NA;207;19;106
379;NA;208;19;111
380;NA;209;23;43
381;NA;210;35;137
382;NA;211;23;105
383;NA;211;25;56
384;NA;211;25;105
385;NA;212;47;154
386;NA;213;47;155
387;NA;213;51;156
388;NA;213;51;155
389;NA;214;39;3
390;NA;215;45;58
391;NA;216;43;157
392;NA;217;43;158
393;NA;218;43;159
394;NA;219;25;98
395;NA;220;23;98
396;NA;221;41;88
397;NA;222;31;158
398;NA;223;17;21
399;NA;223;17;22
400;NA;223;17;23
401;NA;223;17;24
402;NA;223;17;25
403;NA;223;17;26
404;NA;223;17;27
405;NA;223;17;28
406;NA;224;17;160
407;NA;225;45;161
408;NA;225;47;161
409;NA;225;51;161
410;NA;226;29;3
411;NA;227;51;137
412;NA;228;51;109
413;NA;229;51;80
414;NA;230;17;21
415;NA;230;17;22
416;NA;230;17;23
417;NA;230;17;24
418;NA;230;17;25
419;NA;230;17;26
420;NA;230;17;27
421;NA;230;17;28
422;NA;231;47;156
423;NA;232;49;78
424;NA;232;51;78
425;NA;233;47;140
426;NA;234;47;50
427;NA;235;35;3
428;NA;236;49;151
429;NA;236;51;162
430;NA;237;19;74
431;NA;238;45;147
432;NA;238;47;147
433;NA;239;51;3
434;NA;240;51;140
435;NA;241;49;152
436;NA;242;51;2
437;NA;243;49;163
438;NA;244;43;21
439;NA;244;43;24
440;NA;244;43;25
441;NA;244;43;27
442;NA;244;43;28
443;NA;245;47;88
444;NA;246;51;137
445;NA;247;33;74
446;NA;248;37;119
447;NA;248;39;119
448;NA;249;47;164
449;NA;249;49;164
450;NA;250;49;165
451;Bronze;250;51;166
452;NA;251;51;74
453;NA;251;51;144
454;NA;252;47;167
455;NA;252;49;167
456;NA;253;39;167
457;NA;253;41;167
458;NA;254;37;144
459;NA;254;39;142
460;NA;255;11;56
461;NA;255;11;105
462;NA;255;15;56
463;NA;255;15;105
464;NA;255;15;57
465;NA;255;15;58
466;NA;255;17;105
467;NA;256;43;144
468;NA;256;45;144
469;NA;256;47;144
470;NA;256;49;142
471;NA;257;43;165
472;NA;257;45;168
473;NA;257;47;168
474;NA;258;47;123
475;NA;259;35;169
476;NA;259;35;170
477;Bronze;259;35;171
478;NA;260;29;3
479;NA;261;31;3
480;NA;262;49;109
481;NA;263;41;116
482;NA;264;43;172
483;NA;265;35;3
484;NA;266;45;110
485;NA;267;37;110
486;NA;267;37;173
487;NA;267;39;110
488;NA;267;39;173
489;NA;268;41;148
490;NA;269;51;164
491;NA;270;37;1
492;NA;271;19;174
493;NA;272;51;109
494;NA;273;51;175
495;NA;274;33;143
496;NA;275;43;3
497;NA;276;41;120
498;NA;276;43;120
499;NA;277;43;176
500;NA;277;43;177
501;NA;277;47;176
502;NA;278;39;120
503;NA;279;41;178
504;NA;279;43;178
505;NA;280;43;123
506;NA;281;11;101
507;NA;281;11;115
508;NA;282;23;127
509;NA;282;25;127
510;NA;283;35;3
511;NA;284;33;3
512;NA;285;33;151
513;NA;286;31;148
514;NA;286;31;67
515;NA;287;23;109
516;NA;288;39;143
517;NA;289;37;142
518;NA;290;43;179
519;NA;291;35;3
520;NA;292;31;43
521;NA;293;35;180
522;NA;294;35;65
523;NA;295;29;75
524;NA;296;27;115
525;Gold;297;23;120
526;Silver;298;25;120
527;NA;299;47;12
528;NA;299;49;12
529;NA;300;23;68
530;NA;300;23;181
531;NA;301;23;48
532;NA;302;17;120
533;NA;303;33;160
534;NA;304;15;84
535;NA;304;17;84
536;NA;305;35;3
537;NA;306;41;147
538;NA;307;37;119
539;NA;308;33;15
540;NA;308;33;52
541;NA;309;19;120
542;NA;310;45;182
543;NA;311;45;3
544;NA;312;45;3
545;NA;313;27;104
546;NA;313;27;67
547;NA;313;29;104
548;NA;313;29;67
549;NA;314;47;183
550;NA;315;49;184
551;Gold;316;29;95
552;NA;317;27;107
553;NA;317;27;185
554;NA;317;27;186
555;NA;317;27;108
556;NA;317;27;54
557;NA;318;49;111
558;NA;319;39;120
559;NA;320;39;120
560;NA;321;47;144
561;NA;322;37;53
562;NA;323;45;113
563;NA;324;39;162
564;NA;325;39;120
565;NA;326;37;186
566;NA;326;37;108
567;NA;326;37;150
568;NA;326;37;187
569;NA;326;37;188
570;NA;326;37;54
571;NA;327;35;104
572;NA;328;23;47
573;NA;329;39;3
574;NA;330;7;3
575;NA;331;41;188
576;NA;331;41;189
577;NA;331;41;54
578;NA;331;43;189
579;NA;332;39;190
580;NA;332;41;190
581;NA;333;27;191
582;NA;333;29;90
583;NA;334;37;192
584;NA;335;51;73
585;NA;336;41;193
586;NA;336;43;95
587;NA;337;41;109
588;Gold;337;43;69
589;NA;338;49;154
590;NA;338;51;154
591;Silver;339;41;194
592;Gold;339;43;193
593;NA;339;45;95
594;NA;340;49;195
595;NA;341;47;166
596;NA;342;29;107
597;NA;343;47;196
598;NA;343;49;197
599;NA;344;49;3
600;NA;345;49;3
601;NA;346;47;140
602;NA;346;49;139
603;NA;346;49;140
604;NA;347;33;198
605;NA;348;37;101
606;NA;348;39;101
607;NA;349;51;90
608;NA;350;47;118
609;NA;350;49;77
610;Gold;351;43;1
611;NA;352;45;90
612;NA;353;47;199
613;NA;353;49;200
614;NA;354;51;168
615;NA;355;51;201
616;NA;356;51;109
617;NA;357;45;168
618;Silver;357;47;172
619;NA;357;49;172
620;NA;358;33;202
621;Gold;359;39;117
622;NA;359;43;117
623;NA;360;37;75
624;NA;360;41;75
625;NA;361;45;174
626;NA;362;15;117
627;NA;363;28;203
628;NA;363;28;51
629;NA;363;30;203
630;NA;363;30;51
631;NA;364;23;204
632;NA;365;39;56
633;NA;366;29;95
634;NA;367;36;205
635;NA;367;36;206
636;NA;367;38;206
637;Gold;367;40;205
638;NA;367;40;206
639;NA;368;27;67
640;NA;368;27;68
641;NA;369;15;114
642;NA;370;29;1
643;NA;370;31;1
644;NA;371;43;207
645;NA;371;47;207
646;NA;372;41;193
647;NA;373;35;208
648;NA;373;37;98
649;NA;373;39;98
650;NA;374;23;120
651;NA;375;35;132
652;NA;376;43;75
653;NA;377;45;3
654;NA;378;33;36
655;NA;379;39;74
656;Bronze;379;39;144
657;NA;380;39;75
658;NA;380;39;209
659;NA;381;37;82
660;NA;382;47;135
661;NA;383;49;153
662;NA;383;51;153
663;NA;384;35;3
664;Silver;385;9;3
665;NA;385;11;3
666;NA;386;29;137
667;NA;386;31;137
668;NA;387;45;210
669;NA;388;29;3
670;NA;389;11;211
671;NA;389;11;212
672;NA;390;47;140
673;Silver;391;8;14
674;Gold;392;18;14
675;NA;393;30;206
676;NA;393;32;206
677;NA;394;29;213
678;Silver;394;29;214
679;NA;394;29;215
680;NA;394;29;216
681;NA;394;29;217
682;NA;394;29;218
683;NA;395;47;219
684;NA;395;49;219
685;Bronze;395;49;220
686;NA;395;51;219
687;NA;395;51;220
688;NA;396;47;213
689;NA;396;47;214
690;NA;396;47;215
691;NA;396;47;217
692;NA;396;47;218
693;NA;397;43;221
694;NA;397;45;103
695;NA;398;9;64
696;NA;398;15;65
697;NA;398;15;64
698;NA;398;17;64
699;NA;398;19;180
700;NA;398;19;64
701;Silver;399;7;222
702;NA;400;49;223
703;Gold;401;39;3
704;NA;402;47;224
705;NA;402;51;224
706;NA;403;23;213
707;NA;403;23;215
708;NA;403;23;216
709;NA;403;23;217
710;NA;403;23;218
711;Gold;404;2;98
712;Gold;404;3;98
713;NA;405;51;3
714;NA;406;17;43
715;NA;407;32;225
716;NA;407;32;226
717;NA;407;32;227
718;NA;408;37;142
719;NA;409;19;43
720;NA;410;41;13
721;Gold;411;43;142
722;NA;412;51;142
723;NA;413;27;208
724;NA;413;29;98
725;NA;413;31;208
726;NA;414;6;117
727;NA;415;38;228
728;Bronze;416;6;68
729;Silver;416;6;181
730;NA;417;37;179
731;NA;418;6;229
732;NA;419;17;230
733;NA;420;19;50
734;NA;421;49;3
735;NA;422;36;42
736;NA;422;38;42
737;NA;422;40;42
738;NA;422;42;42
739;NA;422;44;42
740;Gold;423;43;207
741;Bronze;424;21;231
742;NA;424;21;169
743;NA;425;41;88
744;NA;426;18;121
745;NA;427;29;148
746;NA;428;45;232
747;NA;428;45;195
748;Silver;428;47;195
749;NA;428;47;221
750;NA;429;43;233
751;NA;429;43;234
752;NA;430;51;107
753;NA;431;51;82
754;NA;432;39;235
755;NA;432;41;236
756;NA;432;47;236
757;NA;432;47;237
758;NA;433;47;16
759;NA;433;49;16
760;NA;433;51;16
761;NA;434;35;238
762;NA;435;37;146
763;NA;436;37;3
764;NA;437;37;3
765;NA;438;29;119
766;NA;438;29;50
767;NA;439;47;239
768;NA;440;47;143
769;NA;441;49;240
770;NA;442;51;241
771;NA;443;31;168
772;Gold;443;33;168
773;NA;444;49;55
774;NA;444;51;55
775;NA;445;49;13
776;NA;446;51;242
777;NA;447;33;174
778;NA;447;35;174
779;NA;448;42;243
780;NA;449;47;221
781;NA;450;45;158
782;NA;451;51;125
783;NA;452;44;244
784;NA;452;46;244
785;NA;452;48;244
786;NA;453;11;43
787;NA;453;15;43
788;Gold;454;13;143
789;NA;455;49;22
790;Bronze;455;49;23
791;Silver;455;49;24
792;NA;455;49;25
793;NA;455;49;26
794;NA;455;49;27
795;Silver;455;51;22
796;NA;455;51;23
797;Silver;455;51;24
798;Bronze;455;51;27
799;NA;456;31;245
800;NA;457;51;164
801;NA;458;41;3
802;NA;459;49;246
803;NA;460;29;15
804;Silver;460;29;186
805;Bronze;460;29;108
806;NA;460;29;54
807;NA;461;29;119
808;NA;461;29;50
809;NA;462;42;247
810;NA;463;50;248
811;NA;463;50;247
812;NA;463;50;121
813;NA;464;37;67
814;NA;465;51;123
815;Bronze;465;51;186
816;NA;466;36;249
817;NA;466;36;250
818;NA;466;36;251
819;NA;467;35;115
820;NA;467;35;143
821;NA;468;51;137
822;NA;469;27;75
823;NA;469;27;202
824;NA;469;27;252
825;NA;469;27;253
826;NA;469;29;75
827;NA;469;29;253
828;NA;470;29;254
829;NA;471;43;137
830;NA;471;47;137
831;NA;471;51;137
832;NA;472;19;43
833;NA;473;43;88
834;NA;474;35;1
835;NA;475;39;120
836;NA;476;43;255
837;NA;477;35;137
838;NA;478;17;3
839;NA;479;43;115
840;NA;480;17;1
841;NA;480;19;1
842;NA;481;31;137
843;NA;481;35;137
844;NA;482;35;3
845;NA;483;17;153
846;NA;483;17;106
847;NA;483;19;153
848;NA;483;19;106
849;NA;484;23;98
850;NA;484;25;98
851;NA;485;37;158
852;NA;486;43;3
853;NA;487;37;142
854;NA;488;45;181
855;NA;488;47;181
856;NA;489;39;174
857;NA;490;37;181
858;NA;491;35;111
859;NA;492;35;193
860;NA;493;49;74
861;NA;494;51;88
862;Silver;495;49;56
863;NA;495;49;105
864;NA;495;51;56
865;NA;495;51;105
866;NA;496;39;3
867;NA;497;27;84
868;NA;498;45;80
869;NA;499;38;33
870;NA;499;38;34
871;NA;500;45;3
872;NA;501;49;3
873;NA;502;21;120
874;NA;503;29;101
875;NA;504;41;36
876;NA;505;6;224
877;NA;506;15;21
878;NA;506;15;22
879;NA;506;15;23
880;NA;506;15;24
881;NA;506;15;25
882;NA;506;15;26
883;NA;506;15;27
884;NA;506;15;28
885;Bronze;507;37;235
886;Gold;507;37;87
887;Silver;507;39;87
888;NA;508;4;22
889;NA;509;31;150
890;NA;509;31;54
891;NA;509;33;150
892;NA;509;33;52
893;Bronze;509;33;54
894;NA;510;51;256
895;NA;511;51;142
896;NA;512;35;257
897;NA;512;35;246
898;NA;512;37;257
899;NA;512;37;246
900;NA;512;39;257
901;NA;512;41;246
902;NA;513;33;258
903;NA;514;43;166
904;Silver;514;45;38
905;NA;514;47;38
906;NA;515;27;75
907;NA;516;47;120
908;NA;517;35;104
909;NA;517;35;148
910;NA;518;31;104
911;NA;518;31;148
912;NA;519;7;104
913;NA;519;7;148
914;NA;519;7;67
915;NA;519;7;68
916;Gold;519;9;104
917;NA;519;9;148
918;Silver;519;9;67
919;NA;520;4;104
920;NA;520;4;68
921;NA;520;6;68
922;Gold;521;6;41
923;NA;522;36;206
924;NA;523;32;14
925;NA;523;34;14
926;NA;524;35;77
927;NA;525;29;88
928;NA;525;31;88
929;NA;526;28;14
930;Bronze;527;7;68
931;NA;528;23;56
932;NA;528;23;57
933;NA;528;23;58
934;NA;528;25;57
935;NA;528;25;58
936;Silver;529;10;14
937;NA;530;28;14
938;NA;531;29;88
939;NA;532;46;33
940;NA;532;46;34
941;NA;532;48;33
942;NA;532;48;34
943;NA;532;50;33
944;NA;532;50;34
945;NA;533;51;97
946;NA;534;46;244
947;NA;534;48;244
948;NA;534;50;244
949;NA;535;48;225
950;NA;535;48;259
951;NA;535;48;226
952;NA;535;48;227
953;NA;535;50;225
954;NA;535;50;260
955;NA;535;50;259
956;NA;535;50;226
957;NA;535;50;227
958;NA;536;39;3
959;NA;537;41;261
960;NA;538;41;262
961;NA;539;40;34
962;NA;539;42;34
963;NA;540;23;73
964;NA;541;47;263
965;NA;541;47;264
966;NA;542;25;142
967;Bronze;543;45;137
968;NA;544;40;14
969;NA;545;33;74
970;NA;546;37;179
971;NA;546;37;231
972;Silver;547;25;164
973;NA;548;46;6
974;NA;548;46;265
975;Bronze;548;46;266
976;NA;548;48;265
977;NA;549;46;267
978;NA;549;46;63
979;NA;550;48;203
980;NA;550;48;51
981;NA;551;51;268
982;NA;552;37;202
983;NA;553;21;120
984;NA;553;23;120
985;NA;554;51;29
986;NA;555;37;119
987;NA;555;37;143
988;NA;555;39;119
989;NA;555;41;119
990;NA;556;47;148
991;NA;556;49;148
992;NA;557;37;67
993;NA;558;41;53
994;NA;559;40;269
995;NA;560;49;3
996;NA;561;40;205
997;NA;561;40;206
998;NA;562;38;39
999;NA;562;38;270
1000;NA;562;42;39
1001;NA;562;42;270
1002;NA;562;44;39
1003;NA;562;44;270
1004;NA;563;51;271
1005;NA;564;31;194
1006;NA;565;45;90
1007;NA;566;27;21
1008;NA;566;27;23
1009;NA;566;27;24
1010;NA;566;27;25
1011;NA;566;27;26
1012;NA;566;27;27
1013;NA;566;27;28
1014;NA;567;31;19
1015;NA;567;31;53
1016;NA;567;31;189
1017;NA;568;47;272
1018;NA;569;35;43
1019;NA;570;33;1
1020;NA;571;41;75
1021;NA;572;31;15
1022;NA;572;31;108
1023;NA;572;33;107
1024;NA;572;33;185
1025;NA;572;33;150
1026;NA;573;37;152
1027;NA;574;49;103
1028;NA;574;51;103
1029;NA;575;49;273
1030;Bronze;576;51;1
1031;NA;577;6;163
1032;NA;577;6;274
1033;NA;578;51;123
1034;NA;579;51;275
1035;NA;580;43;83
1036;Bronze;580;47;83
1037;NA;581;19;213
1038;NA;581;19;214
1039;NA;581;19;276
1040;NA;581;19;215
1041;NA;581;19;216
1042;NA;581;19;217
1043;NA;581;19;218
1044;Gold;582;33;204
1045;Gold;583;45;277
1046;Gold;583;47;277
1047;NA;583;49;277
1048;NA;583;51;277
1049;NA;584;49;142
1050;NA;585;37;167
1051;NA;586;44;14
1052;NA;587;37;278
1053;NA;587;37;246
1054;NA;588;44;126
1055;NA;589;47;135
1056;NA;590;47;104
1057;NA;591;45;3
1058;NA;592;35;57
1059;NA;592;35;58
1060;NA;593;49;142
1061;NA;593;51;142
1062;NA;594;39;120
1063;NA;594;41;120
1064;NA;595;41;144
1065;NA;596;49;91
1066;NA;597;15;74
1067;NA;598;43;188
1068;NA;598;45;150
1069;NA;599;41;174
1070;NA;600;45;116
1071;NA;600;47;116
1072;NA;601;45;257
1073;NA;602;43;90
1074;NA;603;37;118
1075;NA;604;47;268
1076;NA;604;47;246
1077;NA;605;27;48
1078;NA;606;25;48
1079;NA;606;27;48
1080;NA;607;45;151
1081;Gold;608;51;199
1082;NA;609;45;12
1083;NA;610;23;213
1084;NA;610;23;214
1085;NA;610;23;215
1086;NA;610;23;216
1087;NA;610;23;217
1088;NA;610;23;218
1089;NA;610;25;213
1090;Bronze;610;25;214
1091;NA;610;25;215
1092;NA;610;25;216
1093;NA;610;25;217
1094;NA;610;25;218
1095;NA;611;51;104
1096;NA;612;49;199
1097;NA;613;51;12
1098;NA;614;41;3
1099;NA;615;35;279
1100;NA;615;35;84
1101;NA;616;45;142
1102;NA;617;45;2
1103;NA;618;31;57
1104;NA;618;31;58
1105;NA;618;33;57
1106;Bronze;618;33;58
1107;Gold;619;33;95
1108;NA;620;47;174
1109;NA;620;49;174
1110;NA;621;45;15
1111;NA;622;37;57
1112;NA;623;47;275
1113;NA;623;49;275
1114;NA;624;27;165
1115;NA;625;17;116
1116;NA;625;17;143
1117;NA;625;19;116
1118;NA;625;19;115
1119;NA;626;29;86
1120;NA;626;31;86
1121;NA;627;47;213
1122;Bronze;627;47;214
1123;NA;627;47;215
1124;NA;627;47;218
1125;NA;628;29;117
1126;NA;628;31;117
1127;Gold;629;49;88
1128;NA;630;41;256
1129;NA;631;17;98
1130;NA;632;17;98
1131;NA;633;40;121
1132;NA;633;42;121
1133;NA;634;36;34
1134;Bronze;634;36;35
1135;NA;634;38;31
1136;NA;634;38;32
1137;NA;634;38;33
1138;NA;634;38;34
1139;NA;634;38;35
1140;NA;634;40;32
1141;NA;634;40;33
1142;NA;634;40;34
1143;NA;634;40;35
1144;NA;634;42;32
1145;NA;634;42;33
1146;NA;634;42;34
1147;NA;634;42;35
1148;NA;634;44;32
1149;NA;634;44;35
1150;NA;635;5;22
1151;NA;636;17;56
1152;NA;636;17;57
1153;NA;637;43;112
1154;NA;638;49;143
1155;Silver;639;7;3
1156;NA;640;39;261
1157;NA;641;23;74
1158;NA;642;11;106
1159;NA;643;29;101
1160;NA;644;37;12
1161;NA;644;37;175
1162;NA;645;27;3
1163;Bronze;646;39;111
1164;NA;647;39;77
1165;NA;648;29;75
1166;NA;648;29;209
1167;NA;649;27;148
1168;NA;649;29;116
1169;NA;650;51;150
1170;NA;650;51;54
1171;NA;651;47;148
1172;NA;652;51;241
1173;NA;653;51;241
1174;Silver;654;35;160
1175;NA;655;35;280
1176;NA;656;27;106
1177;NA;656;29;106
1178;NA;657;31;75
1179;NA;658;51;199
1180;NA;659;39;3
1181;NA;660;51;139
1182;NA;661;23;1
1183;NA;662;49;210
1184;NA;663;45;281
1185;NA;663;47;281
1186;NA;663;51;281
1187;NA;664;49;1
1188;NA;665;16;51
1189;NA;666;43;199
1190;NA;667;25;3
1191;NA;668;51;13
1192;Bronze;669;39;3
1193;Silver;670;35;209
1194;NA;671;48;33
1195;NA;671;48;34
1196;NA;672;35;142
1197;Bronze;673;37;92
1198;NA;674;37;174
1199;Bronze;674;39;174
1200;NA;674;41;92
1201;NA;675;43;181
1202;NA;675;47;181
1203;NA;676;2;57
1204;NA;677;9;282
1205;NA;678;35;180
1206;NA;678;35;64
1207;NA;679;50;31
1208;NA;679;50;35
1209;NA;680;24;249
1210;NA;680;26;249
1211;Bronze;680;26;283
1212;NA;681;49;232
1213;NA;682;41;50
1214;NA;682;43;50
1215;NA;683;49;83
1216;NA;683;51;83
1217;NA;684;35;29
1218;NA;684;37;29
1219;NA;685;49;164
1220;NA;686;31;88
1221;NA;687;47;38
1222;NA;687;49;38
1223;NA;688;33;284
1224;NA;689;21;57
1225;NA;689;21;58
1226;NA;689;23;57
1227;NA;689;23;58
1228;Bronze;690;49;245
1229;Silver;690;51;285
1230;NA;691;37;268
1231;NA;691;37;257
1232;NA;692;21;163
